86,327,0
878,830,234
985,490,0
647,407,159
638,1047,373
645,490,17
900,66,0
624,668,338
355,1046,340
454,195,0
359,1051,350
394,826,48
815,898,149
284,81,0
845,690,256
302,152,41
732,26,0
195,590,103
74,651,0
341,929,256
370,519,22
387,843,69
611,15,0
337,309,35
926,280,0
104,422,0
985,823,0
995,287,0
133,348,0
228,287,0
535,57,0
792,1049,164
167,118,0
817,354,0
282,783,8
330,674,17
2,568,0
7,689,0
493,1078,153
719,275,128
269,989,67
776,52,0
986,1073,0
273,652,10
705,1001,250
793,1045,166
120,264,0
883,459,0
366,474,20
576,183,0
1001,811,0
155,199,0
918,745,112
838,334,0
33,929,0
742,491,97
526,1027,172
268,548,34
1051,257,0
431,171,0
927,854,315
904,626,249
764,393,58
903,1076,129
754,818,286
500,635,235
1004,19,0
240,500,78
649,995,387
13,549,0
667,400,182
152,507,0
732,759,252
793,413,0
824,721,139
1057,379,0
407,635,64
881,946,256
225,721,9
858,704,241
74,301,0
380,539,24
612,816,391
571,732,332
74,814,0
1019,650,0
1063,723,0
621,180,0
885,531,209
307,38,0
36,4,0
1066,124,0
265,820,11
119,74,0
729,5,0
1081,25,0
418,863,151
111,386,0
886,1028,163
723,564,102
779,125,65
434,385,56
711,11,0
506,720,271
859,635,347
668,574,150
377,1025,179
485,358,197
297,238,73
329,619,18
352,176,28
969,455,0
890,320,0
73,699,0
540,665,550
689,664,104
91,1072,0
673,512,21
392,962,95
560,388,221
143,322,0
728,90,0
725,187,103
118,852,0
737,43,0
945,746,292
392,1032,111
254,257,64
553,930,315
802,179,21
885,572,157
1056,797,0
19,798,0
8,396,0
528,677,383
827,1061,300
376,579,26
943,457,0
859,768,318
923,787,200
60,578,0
1049,236,0
68,878,0
737,572,66
731,788,205
660,573,137
634,47,0
304,1011,335
1062,775,0
132,719,0
992,577,0
51,266,0
440,471,131
907,669,228
702,596,70
424,192,0
174,440,0
494,247,0
1058,300,0
856,271,0
246,265,33
263,363,25
797,449,27
280,84,0
64,613,0
776,184,108
877,684,333
1069,334,0
375,951,77
224,795,6
217,38,0
162,868,0
146,1049,0
192,702,13
397,926,42
360,219,34
432,716,317
348,286,46
411,120,0
748,797,270
340,997,521
510,260,3
590,607,211
253,1045,83
864,636,383
474,82,0
642,441,133
1013,179,0
437,805,90
350,622,22
691,940,273
1050,32,0
1026,159,0
485,49,0
401,944,76
1072,287,0
115,12,0
315,557,10
799,256,0
1066,882,0
1050,1035,0
119,319,0
317,189,40
515,289,73
823,808,371
236,1052,29
898,138,0
310,504,13
874,795,277
120,65,0
885,803,177
106,337,0
784,47,0
351,948,252
916,476,0
418,764,92
220,633,66
971,936,227
1034,1008,0
133,435,0
899,345,0
177,74,0
526,788,148
684,594,129
529,285,27
349,964,343
875,880,321
623,387,135
830,964,76
456,954,39
310,1052,626
278,980,150
891,356,0
346,586,20
200,926,0
685,489,23
686,929,202
876,168,0
867,891,369
1035,321,0
270,941,19
215,89,0
749,706,154
797,948,143
851,128,0
545,291,19
1004,871,0
123,184,0
676,1060,367
668,86,0
1014,97,0
849,157,0
78,326,0
431,668,168
931,37,0
15,152,0
360,374,19
860,254,0
597,481,50
174,700,16
264,453,78
151,241,0
6,358,0
545,828,206
266,434,71
922,132,0
707,483,91
663,827,195
465,574,276
40,321,0
346,789,109
921,454,0
91,1037,0
322,430,25
594,252,13
934,285,0
311,935,190
1037,809,0
198,1017,0
541,723,331
597,948,410
295,269,84
471,785,151
570,955,312
553,420,150
596,766,211
593,925,491
203,219,0
748,37,0
845,177,0
328,673,14
321,822,21
1011,892,0
674,287,209
989,610,0
628,564,65
208,1054,0
760,994,294
874,353,0
230,757,6
600,94,0
444,645,81
568,1056,240
659,623,232
577,192,0
635,649,323
439,714,394
1069,972,0
701,278,164
381,779,131
497,35,0
616,1015,351
821,850,399
289,745,13
958,721,99
625,21,0
696,678,75
599,468,79
747,48,0
827,468,186
566,296,102
1025,730,0
838,66,57
934,151,0
1045,646,0
731,953,201
310,607,20
1054,799,0
157,397,0
1078,124,0
840,765,369
177,651,23
1024,1037,0
545,71,0
124,140,0
642,886,490
1034,466,0
626,863,578
552,241,0
1058,267,0
145,694,0
1049,930,0
538,886,289
238,149,0
1050,289,0
488,813,126
883,32,0
398,475,18
934,88,0
941,458,0
374,690,48
1001,848,0
441,768,161
113,88,0
909,24,0
731,703,93
1070,527,0
310,862,57
300,603,9
320,5,0
703,556,45
467,879,113
95,843,0
167,982,0
654,525,35
1035,1027,0
656,97,0
713,461,53
1065,548,0
575,170,0
372,285,45
1046,130,0
268,101,0
482,677,139
661,203,17
508,557,312
1005,989,0
785,787,430
949,251,0
899,810,306
988,169,0
772,429,6
1009,778,0
823,816,395
240,872,8
535,439,99
71,10,0
723,4,0
698,1046,334
863,995,140
226,813,7
507,732,235
85,384,0
136,806,0
904,954,114
483,779,98
799,919,101
658,943,320
207,397,0
113,254,0
551,338,50
350,834,82
288,735,8
883,732,308
351,851,29
1049,811,0
472,1041,83
371,959,91
410,371,17
635,118,0
572,885,284
538,29,0
284,836,12
67,887,0
500,464,129
782,390,10
108,849,0
670,506,18
651,280,135
912,409,0
411,499,34
474,978,222
630,607,169
967,855,70
357,1050,364
135,406,0
463,636,160
894,664,250
343,9,0
125,1023,0
288,366,48
1021,160,0
1041,706,0
683,957,358
84,170,0
462,773,205
530,396,198
429,196,0
324,916,311
347,747,34
641,1029,361
333,267,49
433,543,99
452,1037,113
290,424,54
953,873,195
450,752,152
657,478,66
353,852,31
1040,228,0
395,202,0
376,462,23
203,355,0
876,161,0
314,109,0
516,116,0
1069,570,0
706,271,160
731,830,151
191,558,127
841,492,102
189,546,154
536,809,202
271,835,12
928,393,0
293,680,9
157,313,0
41,557,0
566,871,283
103,366,0
224,313,0
703,869,113
282,379,16
249,29,0
457,756,168
352,790,138
655,687,182
438,895,81
792,378,0
743,307,58
324,675,11
274,30,0
50,841,0
10,615,0
443,809,102
995,37,0
632,998,345
63,647,0
719,215,99
79,759,0
251,1074,96
26,872,0
132,149,0
244,714,15
456,39,0
118,471,0
37,514,0
1006,849,0
251,869,11
691,418,98
56,470,0
781,119,35
1023,443,0
947,970,30
187,361,0
639,1019,370
594,751,185
178,91,0
675,752,114
909,58,0
189,776,0
271,803,15
371,689,59
36,541,0
854,610,275
1038,910,0
360,411,26
140,868,0
733,911,156
466,837,101
99,684,0
874,116,0
729,374,139
280,994,173
68,586,0
791,496,359
839,579,128
105,1038,0
694,755,59
92,1060,0
784,873,234
842,37,20
1042,155,0
315,376,33
349,348,25
673,600,144
961,822,171
983,852,0
471,915,39
15,299,0
439,732,197
247,1029,32
683,1025,298
111,1049,0
564,445,65
634,1080,393
449,13,0
302,684,9
355,640,18
105,831,0
815,911,161
268,160,0
181,687,9
592,627,390
629,298,107
755,895,301
344,336,34
847,682,336
284,422,57
300,979,265
597,147,0
375,98,0
116,965,0
1034,794,0
659,631,189
519,92,0
1003,808,0
322,995,386
626,1031,289
1046,579,0
705,1025,278
998,1048,0
151,888,0
194,456,0
217,623,45
366,391,75
146,165,0
796,580,51
91,20,0
212,909,0
337,583,22
844,348,0
629,81,0
570,443,71
960,284,0
417,102,0
395,674,80
386,820,74
506,214,0
752,1020,354
317,194,60
906,606,164
511,717,302
578,555,75
176,895,0
835,583,110
493,867,137
280,840,13
13,875,0
1001,153,0
223,565,81
502,500,69
450,29,0
706,845,132
506,158,0
381,3,0
861,545,314
526,415,153
290,423,53
602,993,269
157,326,0
61,88,0
738,760,288
376,398,21
755,538,38
17,1004,0
762,907,339
249,184,0
986,157,0
1007,932,0
229,218,0
264,127,0
684,497,22
1002,297,0
1031,759,0
1048,55,0
201,719,26
220,96,0
885,126,0
547,585,305
1060,994,0
983,438,0
778,684,163
392,327,35
134,152,0
513,995,244
643,889,476
938,156,0
593,602,178
482,801,90
916,376,0
242,1022,24
399,354,17
549,267,26
387,189,0
513,5,0
714,1053,401
666,179,0
121,239,0
459,123,0
657,792,165
959,691,177
640,337,255
374,746,87
758,661,74
543,1076,151
454,687,187
279,776,10
968,854,64
804,1040,85
940,779,296
737,1045,372
607,1061,350
612,1041,261
656,973,299
270,928,21
27,865,0
374,242,3
545,149,0
864,458,0
122,521,0
103,311,0
7,503,0
928,564,99
14,762,0
1001,943,17
630,889,516
248,113,0
1038,647,0
636,160,0
422,637,65
887,609,262
328,604,13
352,674,20
538,432,86
583,259,14
699,1036,356
720,308,107
684,622,140
1016,425,0
899,499,140
71,879,0
719,339,148
752,402,34
224,279,0
424,77,0
446,814,110
257,604,30
768,833,220
892,532,151
349,997,405
22,915,0
163,510,0
268,249,85
743,91,0
65,651,0
847,37,15
869,136,0
158,377,0
847,590,138
752,411,62
317,690,12
228,126,0
954,970,25
956,564,0
752,929,265
656,3,0
891,426,0
439,244,0
1079,51,0
254,798,8
175,800,0
672,745,137
173,310,0
1049,567,0
833,296,0
856,864,323
175,688,7
764,16,0
970,1057,0
55,679,0
679,213,32
422,625,67
82,141,0
28,748,0
292,257,98
722,999,260
437,922,49
1041,140,0
661,670,129
1002,597,0
377,380,49
1077,205,0
605,517,35
497,3,0
771,1045,353
1063,836,0
1069,707,0
360,391,23
153,336,0
777,943,135
954,840,170
410,906,49
1028,503,0
585,555,61
584,283,70
447,440,166
511,313,81
646,738,142
26,805,0
784,340,0
450,729,252
862,111,0
498,90,0
997,571,0
574,787,291
576,276,23
994,560,0
860,957,60
451,11,0
422,694,267
721,1063,416
1007,425,0
320,570,14
388,239,0
774,475,129
377,251,16
818,788,292
702,18,0
334,980,344
918,629,282
994,530,0
519,172,0
347,703,15
638,218,34
390,569,19
595,680,564
9,658,0
206,346,0
468,878,110
423,445,70
557,1068,173
281,815,11
247,322,20
432,1074,360
800,839,362
1072,181,0
834,65,50
169,1035,0
91,642,0
1004,409,0
661,797,134
913,97,0
697,1081,449
132,956,0
667,941,282
939,140,0
132,927,0
231,1058,24
986,555,0
732,319,122
345,475,12
249,213,25
590,31,0
58,672,0
138,350,0
272,946,24
656,700,175
83,364,0
1034,121,0
442,1039,112
859,781,351
1007,125,0
674,401,159
125,517,0
150,858,0
148,899,0
933,370,0
983,590,0
353,153,0
183,639,55
404,80,0
476,1053,96
885,908,342
1046,509,0
285,849,15
268,743,10
531,152,0
248,349,30
442,18,0
864,783,350
806,702,157
807,986,127
967,185,0
876,598,211
920,477,0
191,548,146
135,740,0
988,272,0
624,292,79
202,1005,0
77,176,0
188,500,72
812,871,275
313,163,43
41,371,0
785,569,32
827,1008,67
771,527,78
385,76,0
707,274,150
406,435,42
737,24,0
386,202,0
949,5,0
577,992,182
603,957,300
756,247,93
435,584,132
327,335,38
1064,144,0
359,979,248
414,34,0
678,492,25
506,610,449
137,909,0
387,1003,109
378,780,137
150,275,0
695,620,95
834,364,0
748,662,54
973,849,6
459,867,179
363,139,0
302,441,38
35,558,0
855,1018,32
836,439,0
56,136,0
203,850,6
502,1009,183
750,755,393
5,606,0
292,544,16
361,562,12
687,899,214
588,241,12
1065,393,0
910,910,342
172,283,0
521,775,141
207,827,7
510,317,101
259,75,0
706,205,30
892,805,244
295,615,16
577,710,421
398,1005,165
527,26,0
875,308,0
573,406,272
845,12,0
757,293,54
921,690,292
72,948,0
339,735,37
789,1060,172
1047,928,0
1031,358,0
725,450,16
16,13,0
90,802,0
619,762,132
577,530,60
1015,55,0
1055,316,0
693,141,0
955,1062,11
275,584,19
676,1022,353
239,791,8
208,494,49
552,529,95
730,180,92
856,227,0
940,275,0
487,131,0
194,209,0
691,268,146
28,457,0
425,358,29
737,39,0
63,355,0
946,95,0
161,149,0
922,24,0
998,728,0
276,577,18
80,1022,0
864,42,9
815,988,209
148,557,7
86,1079,0
485,925,113
594,996,225
18,1064,0
709,273,149
495,100,0
573,154,0
351,363,20
420,957,173
558,1071,211
854,825,250
469,685,116
486,106,0
304,189,39
116,7,0
81,358,0
133,191,0
610,614,224
678,597,128
754,418,48
310,345,27
810,367,0
1075,146,0
669,85,0
695,656,84
236,47,0
827,64,58
101,387,0
870,189,0
865,14,0
201,589,92
940,1033,39
364,901,120
529,816,194
467,220,0
809,929,152
140,505,0
250,490,56
302,248,70
313,165,42
848,19,0
857,956,72
1044,1027,0
811,1072,244
1075,796,0
723,458,31
698,869,107
479,883,163
714,414,98
485,117,0
812,445,0
428,709,313
463,780,188
175,648,19
161,593,161
750,169,78
157,224,0
1038,903,0
987,1072,0
762,163,89
38,680,0
138,1070,0
872,960,77
569,228,0
358,483,12
856,676,350
600,348,167
477,616,351
524,346,209
343,968,393
605,390,105
673,221,58
1034,877,0
1011,689,0
1032,276,0
272,548,21
352,235,39
753,708,181
662,73,0
162,565,83
789,166,108
9,17,0
634,182,0
133,799,0
148,450,0
279,443,53
621,666,357
85,875,0
400,608,55
281,1030,264
470,272,0
792,883,199
85,755,0
215,272,0
915,570,83
900,11,0
226,69,0
2,1070,0
967,550,0
1060,133,0
902,159,0
550,301,58
635,385,140
918,194,0
246,269,25
50,647,0
468,191,0
750,1054,361
868,905,332
852,383,0
256,594,27
588,546,57
455,513,48
700,959,268
976,745,89
1070,356,0
572,485,82
133,1049,0
308,617,20
475,236,0
839,747,313
762,607,38
760,681,108
757,111,0
667,354,311
775,17,0
296,489,41
876,667,341
709,441,14
166,242,0
366,411,14
647,628,254
302,156,39
556,892,231
236,289,1
606,920,503
136,62,0
122,855,0
1070,206,0
18,272,0
1074,932,0
288,933,82
381,456,24
932,592,200
306,251,58
589,299,195
45,541,0
42,896,0
346,927,283
317,871,74
852,20,0
429,174,0
838,937,136
5,189,0
65,477,0
1073,55,0
1063,440,0
159,576,132
892,452,0
877,955,155
717,929,143
1054,995,0
35,373,0
729,629,83
126,280,0
418,991,354
892,868,339
446,1024,158
702,279,155
324,1039,566
153,23,0
1012,986,0
132,450,0
1070,1006,0
894,255,0
45,817,0
504,307,135
373,426,14
624,905,492
371,626,31
574,525,62
290,657,14
754,358,97
388,8,0
663,545,72
45,424,0
448,708,311
58,999,0
653,58,0
629,956,313
741,674,69
186,70,0
883,441,0
550,554,172
919,255,0
326,117,0
705,260,158
603,51,0
823,640,272
163,47,0
47,438,0
836,654,285
724,55,0
800,90,10
234,397,0
532,183,0
322,373,30
413,41,0
956,621,124
297,695,9
386,692,75
732,130,0
1058,1074,0
43,297,0
198,377,0
291,110,0
417,522,39
761,907,338
277,253,130
321,1012,445
749,624,39
16,302,0
205,431,0
718,806,110
859,103,0
843,767,372
813,866,307
282,560,20
775,993,292
449,757,183
290,541,18
509,598,492
1,333,0
452,897,47
574,713,408
1022,957,0
554,154,0
613,948,366
73,1022,0
77,285,0
1060,906,0
283,699,9
426,777,117
1042,701,0
1058,725,0
738,678,75
836,773,382
137,548,0
294,498,31
49,583,0
162,510,0
653,361,234
219,661,58
791,989,154
293,213,48
688,976,376
259,812,10
174,509,19
791,432,14
316,399,16
520,664,423
512,397,162
316,967,172
81,938,0
306,136,28
980,357,0
309,893,175
871,10,0
832,804,341
1007,724,0
48,743,0
291,10,0
381,521,33
929,23,0
15,785,0
518,340,250
650,566,121
1026,353,0
138,62,0
989,352,0
155,294,0
868,756,263
872,85,0
203,712,24
670,678,112
394,723,39
424,1077,270
1071,693,0
71,924,0
1021,844,0
590,766,208
246,827,7
653,36,0
521,915,266
533,229,0
279,906,36
120,2,0
9,25,0
259,625,16
1074,141,0
408,105,0
645,939,309
196,988,0
1068,969,0
26,873,0
953,422,0
1002,661,19
187,518,175
797,988,126
545,1031,106
710,952,237
964,540,0
969,488,0
20,867,0
315,411,13
725,452,18
739,76,0
914,962,68
607,29,0
820,870,297
958,598,25
853,647,303
370,210,30
970,1007,0
1060,235,0
381,1036,140
147,536,0
252,663,16
231,60,0
466,904,50
779,788,476
1025,139,0
517,491,82
32,344,0
274,951,35
155,502,0
751,898,261
552,738,289
885,232,0
386,275,15
37,227,0
493,400,178
690,681,80
249,78,0
240,622,31
544,509,141
244,787,12
924,194,0
146,1046,0
761,271,79
107,537,0
898,290,0
556,708,448
217,241,0
131,1080,0
958,1074,0
411,472,25
782,1061,182
315,101,0
1028,151,0
907,545,121
992,242,0
766,400,15
513,264,11
420,42,0
534,850,134
1034,784,0
217,496,116
874,498,185
236,266,1
1000,448,0
168,186,0
780,32,0
288,860,21
34,710,0
120,60,0
270,528,39
650,276,130
562,369,145
682,975,388
897,621,204
264,892,10
835,70,62
67,703,0
66,232,0
1006,866,0
1021,801,0
189,490,13
885,61,0
171,663,11
658,62,0
344,124,0
256,99,0
791,321,0
848,248,0
116,625,0
569,344,109
959,354,0
217,305,0
573,659,668
651,469,79
896,426,0
616,1018,336
394,330,29
10,77,0
311,640,13
956,130,0
573,313,123
942,11,0
334,1003,540
1070,670,0
262,231,108
301,879,70
291,635,16
89,956,0
341,600,18
768,27,0
188,173,0
268,557,41
216,35,0
393,423,22
85,705,0
884,527,228
109,340,0
272,958,37
180,253,0
707,122,0
513,831,111
552,60,0
151,979,0
789,88,0
267,312,112
684,1024,291
880,297,0
656,1034,316
1044,892,0
29,679,0
553,243,0
796,894,211
193,981,0
354,222,37
157,820,0
1011,738,0
1068,867,0
824,752,287
334,511,9
591,880,395
894,715,327
881,932,295
646,1044,329
1018,564,0
1009,700,0
899,978,55
918,442,0
946,748,297
136,723,0
860,67,0
423,523,44
570,709,441
217,206,0
19,965,0
564,897,229
778,312,0
570,672,662
912,581,90
990,526,0
385,882,34
311,202,52
509,366,180
942,857,298
649,826,257
355,1043,340
263,11,0
975,699,55
587,166,0
276,1004,164
1056,1037,0
872,1000,29
1017,897,0
663,572,132
347,2,0
63,42,0
491,224,0
584,935,506
1025,317,0
582,120,0
248,376,0
1021,273,0
750,963,187
275,508,44
498,541,209
249,512,65
463,569,244
425,68,0
796,270,0
417,289,0
3,772,0
1056,492,0
93,371,0
1070,272,0
1065,389,0
201,718,27
908,869,330
544,560,185
1018,660,0
534,207,0
845,159,0
611,622,300
666,1042,313
